id,truncated,total connections,actual connections,appearance count,correct appearances,incorrect appearances,vocab
2071,FALSE,34,35,22,0,22,/m/07z5n
,,,,,,,
2375,FALSE,39,40,22,0,22,/m/01hb6v
,,,,,,,
2407,FALSE,34,35,22,0,22,/m/0kcn7
,,,,,,,
2447,FALSE,32,33,22,0,22,/m/0f102
,,,,,,,
2554,FALSE,30,31,22,0,22,/m/027l0b
,,,,,,,
2581,FALSE,25,26,22,0,22,/m/0cchk3
,,,,,,,
2677,FALSE,11,12,22,0,22,/m/0c41y70
,,,,,,,
3017,FALSE,13,14,22,0,22,/m/0dcfv
,,,,,,,
3258,FALSE,35,36,22,0,22,/m/04vh83
,,,,,,,
3299,FALSE,33,34,22,0,22,/m/098n5
,,,,,,,
3333,FALSE,50,51,22,0,22,/m/0t_2
,,,,,,,
3549,FALSE,27,28,22,0,22,/m/01pr6q7
,,,,,,,
3586,FALSE,52,53,22,0,22,/m/0f8pz
,,,,,,,
3731,FALSE,24,25,22,0,22,/m/0372p
,,,,,,,
3762,FALSE,22,23,22,0,22,/m/0v9qg
,,,,,,,
3819,FALSE,31,32,22,0,22,/m/016dsy
,,,,,,,
3851,FALSE,33,34,22,0,22,/m/027qq9b
,,,,,,,
3894,FALSE,28,29,22,0,22,/m/0g83dv
,,,,,,,
3911,FALSE,26,27,22,0,22,/m/0d61px
,,,,,,,
4061,FALSE,26,27,22,0,22,/m/0fz3b1
,,,,,,,
4082,FALSE,40,41,22,0,22,/m/04smdd
,,,,,,,
4114,FALSE,20,21,22,0,22,/m/01vsps
,,,,,,,
4206,FALSE,33,34,22,0,22,/m/03nk3t
,,,,,,,
4389,FALSE,36,37,22,0,22,/m/02lk60
,,,,,,,
4530,FALSE,28,29,22,0,22,/m/02p3cr5
,,,,,,,
4609,FALSE,36,37,22,0,22,/m/03sww
,,,,,,,
4730,FALSE,40,41,22,0,22,/m/0c3jz
,,,,,,,
4732,FALSE,36,37,22,0,22,/m/03tn80
,,,,,,,
4975,FALSE,36,37,22,0,22,/m/02xwgr
,,,,,,,
5042,FALSE,38,39,22,0,22,/m/01f6x7
,,,,,,,
5049,FALSE,28,29,22,0,22,/m/01zfzb
,,,,,,,
5116,FALSE,49,50,22,0,22,/m/08q3s0
,,,,,,,
5154,FALSE,45,46,22,0,22,/m/02prwdh
,,,,,,,
5227,FALSE,15,16,22,0,22,/m/03_xj
,,,,,,,
5285,FALSE,37,38,22,0,22,/m/07j8kh
,,,,,,,
5401,FALSE,19,20,22,0,22,/m/05489
,,,,,,,
5431,FALSE,43,44,22,0,22,/m/02yvhx
,,,,,,,
5446,FALSE,32,33,22,0,22,/m/024zq
,,,,,,,
5580,FALSE,34,35,22,0,22,/m/04mkft
,,,,,,,
5630,FALSE,44,45,22,0,22,/m/01k_mc
,,,,,,,
5735,FALSE,43,44,22,0,22,/m/0b7l4x
,,,,,,,
5936,FALSE,20,21,22,0,22,/m/012ykt
,,,,,,,
5961,FALSE,37,38,22,0,22,/m/01xv77
,,,,,,,
6132,FALSE,16,17,22,0,22,/m/07kg3
,,,,,,,
6186,FALSE,43,44,22,0,22,/m/09l0x9
,,,,,,,
6373,FALSE,31,32,22,0,22,/m/01w23w
,,,,,,,
6650,FALSE,7,8,22,0,22,/m/018ty9
,,,,,,,
6662,FALSE,35,36,22,0,22,/m/0277j40
,,,,,,,
6744,FALSE,36,37,22,0,22,/m/02238b
,,,,,,,
6852,FALSE,19,20,22,0,22,/m/06kxk2
,,,,,,,
6965,FALSE,45,46,22,0,22,/m/0yzbg
,,,,,,,
7042,FALSE,38,39,22,0,22,/m/072zl1
,,,,,,,
7131,FALSE,25,26,22,0,22,/m/0m27n
,,,,,,,
7444,FALSE,29,30,22,0,22,/m/07kdkfj
,,,,,,,
7453,FALSE,46,47,22,0,22,/m/04wg38
,,,,,,,
7668,FALSE,35,36,22,0,22,/m/04gcyg
,,,,,,,
7845,FALSE,29,30,22,0,22,/m/03j149k
,,,,,,,
7970,FALSE,29,30,22,0,22,/m/021_0p
,,,,,,,
7984,FALSE,35,36,22,0,22,/m/0c1d0
,,,,,,,
8107,FALSE,27,28,22,0,22,/m/016ybr
,,,,,,,
8199,FALSE,34,35,22,0,22,/m/0bzjgq
,,,,,,,
8206,FALSE,30,31,22,0,22,/m/0f13b
,,,,,,,
8385,FALSE,40,41,22,0,22,/m/03hfmm
,,,,,,,
8430,FALSE,25,26,22,0,22,/m/08z956
,,,,,,,
8599,FALSE,22,23,22,0,22,/m/02ny8t
,,,,,,,
8650,FALSE,25,26,22,0,22,/m/02hdky
,,,,,,,
8663,FALSE,28,29,22,0,22,/m/01v5h
,,,,,,,
9081,FALSE,21,22,22,0,22,/m/04btyz
,,,,,,,
9125,FALSE,32,33,22,0,22,/m/01vh18t
,,,,,,,
9128,FALSE,31,32,22,0,22,/m/024qwq
,,,,,,,
9166,FALSE,18,19,22,0,22,/m/0f1sm
,,,,,,,
9199,FALSE,27,28,22,0,22,/m/0f8j13
,,,,,,,
9238,FALSE,35,36,22,0,22,/m/0283xx2
,,,,,,,
9488,FALSE,30,31,22,0,22,/m/027ybp
,,,,,,,
9520,FALSE,24,25,22,0,22,/m/027fwmt
,,,,,,,
9552,FALSE,33,34,22,0,22,/m/01xlqd
,,,,,,,
9651,FALSE,20,21,22,0,22,/m/0jm3b
,,,,,,,
9718,FALSE,27,28,22,0,22,/m/04vq3h
,,,,,,,
9831,FALSE,20,21,22,0,22,/m/04xm_
,,,,,,,
9868,FALSE,29,30,22,0,22,/m/02h9_l
,,,,,,,
9877,FALSE,34,35,22,0,22,/m/0n6ds
,,,,,,,
10207,FALSE,33,34,22,0,22,/m/01jz6x
,,,,,,,
10263,FALSE,15,16,22,0,22,/m/059ts
,,,,,,,
10499,FALSE,27,28,22,0,22,/m/014g_s
,,,,,,,
10602,FALSE,18,19,22,0,22,/m/0cyhq
,,,,,,,
10664,FALSE,49,50,22,0,22,/m/01jsk6
,,,,,,,
10864,FALSE,22,23,22,0,22,/m/0qjfl
,,,,,,,
11252,FALSE,40,41,22,0,22,/m/02qtywd
,,,,,,,
11277,FALSE,13,14,22,0,22,/m/01_lh1
,,,,,,,
11307,FALSE,26,27,22,0,22,/m/01jrp0
,,,,,,,
11314,FALSE,12,13,22,0,22,/m/0z1vw
,,,,,,,
11316,FALSE,31,32,22,0,22,/m/015gm8
,,,,,,,
11387,FALSE,31,32,22,0,22,/m/04x4gw
,,,,,,,
11727,FALSE,19,20,22,0,22,/m/0gsy3b
,,,,,,,
11791,FALSE,11,12,22,0,22,/m/0346qt
,,,,,,,
11805,FALSE,16,17,22,0,22,/m/07w6r
,,,,,,,
12097,FALSE,40,41,22,0,22,/m/0c0tzp
,,,,,,,
12120,FALSE,36,37,22,0,22,/m/016z43
,,,,,,,
12158,FALSE,19,20,22,0,22,/m/02drd3
,,,,,,,
12826,FALSE,31,32,22,0,22,/m/0fq9zcx
,,,,,,,
13060,FALSE,3,4,22,0,22,/m/0pf5y
,,,,,,,
63,FALSE,39,40,21,0,21,/m/016qtt
,,,,,,,
530,FALSE,38,39,21,0,21,/m/0dqytn
,,,,,,,
551,FALSE,36,37,21,0,21,/m/01n5309
,,,,,,,
677,FALSE,50,51,21,0,21,/m/02778pf
,,,,,,,
781,FALSE,39,40,21,0,21,/m/02wzl1d
,,,,,,,
832,FALSE,31,32,21,0,21,/m/01jrz5j
,,,,,,,
955,FALSE,46,47,21,0,21,/m/0jyx6
,,,,,,,
1009,FALSE,22,23,21,0,21,/m/02r34n
,,,,,,,
1037,FALSE,37,38,21,0,21,/m/02prw4h
,,,,,,,
1099,FALSE,39,40,21,0,21,/m/0cnztc4
,,,,,,,
1204,FALSE,29,30,21,0,21,/m/0f721s
,,,,,,,
1289,FALSE,68,69,21,0,21,/m/02g9p4
,,,,,,,
1434,FALSE,44,45,21,0,21,/m/0cqt41
,,,,,,,
1705,FALSE,60,61,21,0,21,/m/0fq7dv_
,,,,,,,
1763,FALSE,51,52,21,0,21,/m/0136p1
,,,,,,,
1868,FALSE,20,21,21,0,21,/m/03j43
,,,,,,,
1871,FALSE,34,35,21,0,21,/m/02zmh5
,,,,,,,
1911,FALSE,37,38,21,0,21,/m/07z31v
,,,,,,,
1982,FALSE,11,12,21,0,21,/m/0121c1
,,,,,,,
1986,FALSE,41,42,21,0,21,/m/07yk1xz
,,,,,,,
2061,FALSE,72,73,21,0,21,/m/04smkr
,,,,,,,
2103,FALSE,33,34,21,0,21,/m/020y73
,,,,,,,
2184,FALSE,38,39,21,0,21,/m/010hn
,,,,,,,
2259,FALSE,45,46,21,0,21,/m/04rsd2
,,,,,,,
2437,FALSE,26,27,21,0,21,/m/04k25
,,,,,,,
2512,FALSE,40,41,21,0,21,/m/0jt3qpk
,,,,,,,
2601,FALSE,21,22,21,0,21,/m/02g3mn
,,,,,,,
2653,FALSE,32,33,21,0,21,/m/0l2tk
,,,,,,,
2800,FALSE,19,20,21,0,21,/m/01c333
,,,,,,,
2979,FALSE,61,62,21,0,21,/m/0gyfp9c
,,,,,,,
2987,FALSE,34,35,21,0,21,/m/01k98nm
,,,,,,,
3163,FALSE,46,47,21,0,21,/m/02183k
,,,,,,,
3236,FALSE,46,47,21,0,21,/m/01lvcs1
,,,,,,,
3293,FALSE,27,28,21,0,21,/m/017kct
,,,,,,,
3510,FALSE,30,31,21,0,21,/m/03q5db
,,,,,,,
3533,FALSE,21,22,21,0,21,/m/0178g
,,,,,,,
3581,FALSE,22,23,21,0,21,/m/02_qt
,,,,,,,
3788,FALSE,24,25,21,0,21,/m/02t_v1
,,,,,,,
3824,FALSE,33,34,21,0,21,/m/01hw5kk
,,,,,,,
3846,FALSE,22,23,21,0,21,/m/01v3vp
,,,,,,,
3866,FALSE,29,30,21,0,21,/m/06lpmt
,,,,,,,
3913,FALSE,27,28,21,0,21,/m/0263ycg
,,,,,,,
3946,FALSE,12,13,21,0,21,/m/02t1cp
,,,,,,,
3950,FALSE,30,31,21,0,21,/m/0219q
,,,,,,,
3959,FALSE,36,37,21,0,21,/m/02md2d
,,,,,,,
4134,FALSE,33,34,21,0,21,/m/055td_
,,,,,,,
4187,FALSE,35,36,21,0,21,/m/034r25
,,,,,,,
4216,FALSE,52,53,21,0,21,/m/03q95r
,,,,,,,
4334,FALSE,9,10,21,0,21,/m/0sv6n
,,,,,,,
4628,FALSE,48,49,21,0,21,/m/017f3m
,,,,,,,
4652,FALSE,46,47,21,0,21,/m/01j2xj
,,,,,,,
4733,FALSE,23,24,21,0,21,/m/071fb
,,,,,,,
4751,FALSE,24,25,21,0,21,/m/04fcjt
,,,,,,,
4780,FALSE,36,37,21,0,21,/m/0265wl
,,,,,,,
4783,FALSE,31,32,21,0,21,/m/0dthsy
,,,,,,,
4924,FALSE,38,39,21,0,21,/m/01t032
,,,,,,,
4969,FALSE,21,22,21,0,21,/m/0gmtm
,,,,,,,
5063,FALSE,19,20,21,0,21,/m/06hmd
,,,,,,,
5099,FALSE,34,35,21,0,21,/m/016gkf
,,,,,,,
5181,FALSE,39,40,21,0,21,/m/016s_5
,,,,,,,
5232,FALSE,35,36,21,0,21,/m/0cm2xh
,,,,,,,
5294,FALSE,38,39,21,0,21,/m/0mm1q
,,,,,,,
5326,FALSE,28,29,21,0,21,/m/02pk6x
,,,,,,,
5398,FALSE,5,6,21,0,21,/m/0281rb
,,,,,,,
5464,FALSE,49,50,21,0,21,/m/02qpt1w
,,,,,,,
5509,FALSE,33,34,21,0,21,/m/0df92l
,,,,,,,
5562,FALSE,21,22,21,0,21,/m/01f_3w
,,,,,,,
5599,FALSE,54,55,21,0,21,/m/0cq86w
,,,,,,,
5617,FALSE,30,31,21,0,21,/m/011k11
,,,,,,,
5650,FALSE,29,30,21,0,21,/m/0bzknt
,,,,,,,
5653,FALSE,63,64,21,0,21,/m/011ypx
,,,,,,,
5671,FALSE,30,31,21,0,21,/m/05t0_2v
,,,,,,,
5850,FALSE,37,38,21,0,21,/m/0277c3
,,,,,,,
5909,FALSE,21,22,21,0,21,/m/02dsz
,,,,,,,
5923,FALSE,30,31,21,0,21,/m/02nt3d
,,,,,,,
6221,FALSE,16,17,21,0,21,/m/0g_wn2
,,,,,,,
6256,FALSE,38,39,21,0,21,/m/0cmt6q
,,,,,,,
6308,FALSE,16,17,21,0,21,/m/016j68
,,,,,,,
6453,FALSE,31,32,21,0,21,/m/01svry
,,,,,,,
6454,FALSE,33,34,21,0,21,/m/0gdm1
,,,,,,,
6518,FALSE,28,29,21,0,21,/m/01wd02c
,,,,,,,
6536,FALSE,43,44,21,0,21,/m/03tw2s
,,,,,,,
6584,FALSE,23,24,21,0,21,/m/0gfmc_
,,,,,,,
6664,FALSE,44,45,21,0,21,/m/04b7xr
,,,,,,,
6731,FALSE,60,61,21,0,21,/m/0bs8s1p
,,,,,,,
6809,FALSE,50,51,21,0,21,/m/0bnzd
,,,,,,,
6866,FALSE,42,43,21,0,21,/m/02yxh9
,,,,,,,
6953,FALSE,26,27,21,0,21,/m/0k4bc
,,,,,,,
6979,FALSE,25,26,21,0,21,/m/03bw6
,,,,,,,
7005,FALSE,36,37,21,0,21,/m/0294mx
,,,,,,,
7049,FALSE,25,26,21,0,21,/m/08mhyd
,,,,,,,
7071,FALSE,23,24,21,0,21,/m/06qn87
,,,,,,,
7094,FALSE,19,20,21,0,21,/m/03wy70
,,,,,,,
7315,FALSE,8,9,21,0,21,/m/0xnt5
,,,,,,,
7455,FALSE,41,42,21,0,21,/m/01pj5q
,,,,,,,
7547,FALSE,28,29,21,0,21,/m/01p87y
,,,,,,,
7786,FALSE,30,31,21,0,21,/m/02633g
,,,,,,,
7950,FALSE,48,49,21,0,21,/m/0cp9f9
,,,,,,,
7990,FALSE,31,32,21,0,21,/m/01j5sd
,,,,,,,
8147,FALSE,18,19,21,0,21,/m/025jbj
,,,,,,,
8250,FALSE,24,25,21,0,21,/m/025ygws
,,,,,,,
8395,FALSE,43,44,21,0,21,/m/01jmv8
,,,,,,,
8420,FALSE,19,20,21,0,21,/m/04093
,,,,,,,
8436,FALSE,27,28,21,0,21,/m/01wv24
,,,,,,,
8491,FALSE,40,41,21,0,21,/m/025ts_z
,,,,,,,
8608,FALSE,30,31,21,0,21,/m/0knjh
,,,,,,,
8703,FALSE,15,16,21,0,21,/m/02jmst
,,,,,,,
8801,FALSE,20,21,21,0,21,/m/09rwjly
,,,,,,,
9109,FALSE,33,34,21,0,21,/m/0309lm
,,,,,,,
9148,FALSE,18,19,21,0,21,/m/0m40d
,,,,,,,
9175,FALSE,20,21,21,0,21,/m/0m0nq
,,,,,,,
9343,FALSE,41,42,21,0,21,/m/02wwwv5
,,,,,,,
9426,FALSE,28,29,21,0,21,/m/01fchy
,,,,,,,
9471,FALSE,14,15,21,0,21,/m/0nj0m
,,,,,,,
9513,FALSE,17,18,21,0,21,/m/023jq1
,,,,,,,
9594,FALSE,15,16,21,0,21,/m/01nty
,,,,,,,
9609,FALSE,19,20,21,0,21,/m/0bx9y
,,,,,,,
9641,FALSE,42,43,21,0,21,/m/0bvhz9
,,,,,,,
9645,FALSE,21,22,21,0,21,/m/031sg0
,,,,,,,
9693,FALSE,13,14,21,0,21,/m/010t4v
,,,,,,,
9813,FALSE,39,40,21,0,21,/m/09n5b9
,,,,,,,
9906,FALSE,30,31,21,0,21,/m/03_2y
,,,,,,,
10224,FALSE,23,24,21,0,21,/m/0208wk
,,,,,,,
10314,FALSE,35,36,21,0,21,/m/01kt_j
,,,,,,,
10328,FALSE,26,27,21,0,21,/m/053vcrp
,,,,,,,
10351,FALSE,20,21,21,0,21,/m/01hpnh
,,,,,,,
10461,FALSE,29,30,21,0,21,/m/034b6k
,,,,,,,
10492,FALSE,13,14,21,0,21,/m/02x2097
,,,,,,,
10569,FALSE,33,34,21,0,21,/m/07z4p
,,,,,,,
10778,FALSE,5,6,21,0,21,/m/0lbl6
,,,,,,,
10791,FALSE,24,25,21,0,21,/m/0b_yz
,,,,,,,
10887,FALSE,22,23,21,0,21,/m/01k8vh
,,,,,,,
10908,FALSE,21,22,21,0,21,/m/04fhps
,,,,,,,
11053,FALSE,26,27,21,0,21,/m/0127xk
,,,,,,,
11147,FALSE,29,30,21,0,21,/m/0dznvw
,,,,,,,
11166,FALSE,25,26,21,0,21,/m/03j367r
,,,,,,,
11376,FALSE,28,29,21,0,21,/m/01f873
,,,,,,,
11403,FALSE,20,21,21,0,21,/m/01tsbmv
,,,,,,,
11502,FALSE,7,8,21,0,21,/m/0lnfy
,,,,,,,
11558,FALSE,49,50,21,0,21,/m/072hx4
,,,,,,,
11786,FALSE,19,20,21,0,21,/m/06kqt3
,,,,,,,
11909,FALSE,17,18,21,0,21,/m/01l63
,,,,,,,
11935,FALSE,27,28,21,0,21,/m/047g6
,,,,,,,
12045,FALSE,14,15,21,0,21,/m/03x42
,,,,,,,
12445,FALSE,31,32,21,0,21,/m/09vzz
,,,,,,,
12567,FALSE,28,29,21,0,21,/m/03qhyn8
,,,,,,,
13306,FALSE,6,7,21,0,21,/m/083wr9
,,,,,,,
1407,FALSE,405,406,232,1,231,/m/06bnz
,,,,,,,
2008,FALSE,292,293,228,1,227,/m/0kyk
,,,,,,,
133,FALSE,289,290,224,1,223,/m/016z4k
,,,,,,,
1503,FALSE,329,330,223,1,222,/m/0k611
,,,,,,,
52,FALSE,40,41,20,0,20,/m/084w8
,,,,,,,
302,FALSE,22,23,20,0,20,/m/020qr4
,,,,,,,
438,FALSE,43,44,20,0,20,/m/06cc_1
,,,,,,,
577,FALSE,27,28,20,0,20,/m/0fr63l
,,,,,,,
762,FALSE,63,64,20,0,20,/m/050rj
,,,,,,,
764,FALSE,28,29,20,0,20,/m/07q1v4
,,,,,,,
769,FALSE,32,33,20,0,20,/m/03h26tm
,,,,,,,
914,FALSE,34,35,20,0,20,/m/02yw5r
,,,,,,,
1117,FALSE,47,48,20,0,20,/m/05k2s_
,,,,,,,
1411,FALSE,39,40,20,0,20,/m/01mqz0
,,,,,,,
1502,FALSE,35,36,20,0,20,/m/0c00zd0
,,,,,,,
1545,FALSE,43,44,20,0,20,/m/0bzm81
,,,,,,,
1556,FALSE,19,20,20,0,20,/m/0dbdy
,,,,,,,
1590,FALSE,28,29,20,0,20,/m/0dth6b
,,,,,,,
1604,FALSE,26,27,20,0,20,/m/018nnz
,,,,,,,
1641,FALSE,48,49,20,0,20,/m/02rb84n
,,,,,,,
1853,FALSE,21,22,20,0,20,/m/015npr
,,,,,,,
2026,FALSE,34,35,20,0,20,/m/0fqpc7d
,,,,,,,
2066,FALSE,26,27,20,0,20,/m/018h2
,,,,,,,
2074,FALSE,45,46,20,0,20,/m/050yyb
,,,,,,,
2205,FALSE,73,74,20,0,20,/m/0nbjq
,,,,,,,
2331,FALSE,40,41,20,0,20,/m/02hgm4
,,,,,,,
2378,FALSE,42,43,20,0,20,/m/02h6_6p
,,,,,,,
2487,FALSE,21,22,20,0,20,/m/081_zm
,,,,,,,
2574,FALSE,48,49,20,0,20,/m/078sj4
,,,,,,,
2607,FALSE,34,35,20,0,20,/m/094hwz
,,,,,,,
2755,FALSE,23,24,20,0,20,/m/021q0l
,,,,,,,
2827,FALSE,24,25,20,0,20,/m/014zwb
,,,,,,,
2995,FALSE,21,22,20,0,20,/m/0glmv
,,,,,,,
3077,FALSE,38,39,20,0,20,/m/01b_lz
,,,,,,,
3083,FALSE,37,38,20,0,20,/m/0bz6l9
,,,,,,,
3116,FALSE,19,20,20,0,20,/m/02r5dz
,,,,,,,
3117,FALSE,20,21,20,0,20,/m/02jjt
,,,,,,,
3138,FALSE,41,42,20,0,20,/m/017j6
,,,,,,,
3262,FALSE,29,30,20,0,20,/m/0fz20l
,,,,,,,
3271,FALSE,25,26,20,0,20,/m/085pr
,,,,,,,
3292,FALSE,20,21,20,0,20,/m/03gyh_z
,,,,,,,
3521,FALSE,30,31,20,0,20,/m/01wb95
,,,,,,,
3537,FALSE,14,15,20,0,20,/m/04psf
,,,,,,,
3628,FALSE,16,17,20,0,20,/m/04n_g
,,,,,,,
3644,FALSE,48,49,20,0,20,/m/07yp0f
,,,,,,,
3790,FALSE,50,51,20,0,20,/m/01pkhw
,,,,,,,
4022,FALSE,45,46,20,0,20,/m/05f4_n0
,,,,,,,
4250,FALSE,12,13,20,0,20,/m/0p0cw
,,,,,,,
4460,FALSE,38,39,20,0,20,/m/04ls53
,,,,,,,
4504,FALSE,38,39,20,0,20,/m/0h96g
,,,,,,,
4954,FALSE,38,39,20,0,20,/m/025mbn
,,,,,,,
4991,FALSE,21,22,20,0,20,/m/080r3
,,,,,,,
5035,FALSE,39,40,20,0,20,/m/0217m9
,,,,,,,
5263,FALSE,34,35,20,0,20,/m/05zpghd
,,,,,,,
5288,FALSE,32,33,20,0,20,/m/02tkzn
,,,,,,,
5327,FALSE,30,31,20,0,20,/m/01npcx
,,,,,,,
5367,FALSE,29,30,20,0,20,/m/0h1fktn
,,,,,,,
5405,FALSE,41,42,20,0,20,/m/0988cp
,,,,,,,
5444,FALSE,16,17,20,0,20,/m/021wpb
,,,,,,,
5451,FALSE,34,35,20,0,20,/m/0fk0xk
,,,,,,,
5670,FALSE,29,30,20,0,20,/m/03q3sy
,,,,,,,
5690,FALSE,37,38,20,0,20,/m/02q87z6
,,,,,,,
5901,FALSE,52,53,20,0,20,/m/0gg5kmg
,,,,,,,
5907,FALSE,48,49,20,0,20,/m/0hv27
,,,,,,,
5929,FALSE,26,27,20,0,20,/m/06c44
,,,,,,,
5934,FALSE,32,33,20,0,20,/m/01kjr0
,,,,,,,
5969,FALSE,40,41,20,0,20,/m/05b_gq
,,,,,,,
6007,FALSE,34,35,20,0,20,/m/01fx5l
,,,,,,,
6022,FALSE,30,31,20,0,20,/m/0hhtgcw
,,,,,,,
6108,FALSE,40,41,20,0,20,/m/01ldw4
,,,,,,,
6180,FALSE,38,39,20,0,20,/m/0k1bs
,,,,,,,
6272,FALSE,29,30,20,0,20,/m/0yls9
,,,,,,,
6362,FALSE,43,44,20,0,20,/m/0137hn
,,,,,,,
6367,FALSE,25,26,20,0,20,/m/01jpyb
,,,,,,,
6408,FALSE,34,35,20,0,20,/m/03tn9w
,,,,,,,
6484,FALSE,24,25,20,0,20,/m/047rkcm
,,,,,,,
6653,FALSE,43,44,20,0,20,/m/09v3jyg
,,,,,,,
6782,FALSE,45,46,20,0,20,/m/01slc
,,,,,,,
6797,FALSE,25,26,20,0,20,/m/01d34b
,,,,,,,
6807,FALSE,34,35,20,0,20,/m/07y_p6
,,,,,,,
6861,FALSE,18,19,20,0,20,/m/059_w
,,,,,,,
6878,FALSE,44,45,20,0,20,/m/03m6_z
,,,,,,,
6882,FALSE,40,41,20,0,20,/m/04t2t
,,,,,,,
7173,FALSE,15,16,20,0,20,/m/027s4dn
,,,,,,,
7204,FALSE,41,42,20,0,20,/m/07bx6
,,,,,,,
7249,FALSE,30,31,20,0,20,/m/06crng
,,,,,,,
7280,FALSE,15,16,20,0,20,/m/07t2k
,,,,,,,
7388,FALSE,32,33,20,0,20,/m/0jqkh
,,,,,,,
7459,FALSE,13,14,20,0,20,/m/0ht8h
,,,,,,,
7489,FALSE,39,40,20,0,20,/m/0418154
,,,,,,,
7528,FALSE,36,37,20,0,20,/m/0b3n61
,,,,,,,
7566,FALSE,37,38,20,0,20,/m/0g0x9c
,,,,,,,
7583,FALSE,33,34,20,0,20,/m/02g3gw
,,,,,,,
7604,FALSE,41,42,20,0,20,/m/0llcx
,,,,,,,
7763,FALSE,51,52,20,0,20,/m/02hfp_
,,,,,,,
7812,FALSE,28,29,20,0,20,/m/02q3bb
,,,,,,,
7851,FALSE,33,34,20,0,20,/m/0bwhdbl
,,,,,,,
7968,FALSE,37,38,20,0,20,/m/02wk7b
,,,,,,,
7988,FALSE,35,36,20,0,20,/m/0234j5
,,,,,,,
8041,FALSE,30,31,20,0,20,/m/09cxm4
,,,,,,,
8238,FALSE,27,28,20,0,20,/m/0285r5d
,,,,,,,
8518,FALSE,25,26,20,0,20,/m/04ftdq
,,,,,,,
8522,FALSE,31,32,20,0,20,/m/01phtd
,,,,,,,
8560,FALSE,36,37,20,0,20,/m/01x0yrt
,,,,,,,
8622,FALSE,40,41,20,0,20,/m/07l4z
,,,,,,,
8629,FALSE,25,26,20,0,20,/m/02y49
,,,,,,,
8751,FALSE,30,31,20,0,20,/m/02rk45
,,,,,,,
8884,FALSE,45,46,20,0,20,/m/02sjp
,,,,,,,
8901,FALSE,13,14,20,0,20,/m/0f2zc
,,,,,,,
8995,FALSE,18,19,20,0,20,/m/015m08
,,,,,,,
9048,FALSE,15,16,20,0,20,/m/06r4f
,,,,,,,
9258,FALSE,27,28,20,0,20,/m/03v0vd
,,,,,,,
9293,FALSE,27,28,20,0,20,/m/01j851
,,,,,,,
9331,FALSE,33,34,20,0,20,/m/0cq8nx
,,,,,,,
9412,FALSE,34,35,20,0,20,/m/030wkp
,,,,,,,
9755,FALSE,30,31,20,0,20,/m/0222qb
,,,,,,,
9954,FALSE,28,29,20,0,20,/m/053x8hr
,,,,,,,
10109,FALSE,27,28,20,0,20,/m/017fx5
,,,,,,,
10316,FALSE,31,32,20,0,20,/m/02wypbh
,,,,,,,
10424,FALSE,27,28,20,0,20,/m/03r8gp
,,,,,,,
10553,FALSE,20,21,20,0,20,/m/016zdd
,,,,,,,
10619,FALSE,16,17,20,0,20,/m/08g5q7
,,,,,,,
10693,FALSE,24,25,20,0,20,/m/01vdrw
,,,,,,,
10758,FALSE,31,32,20,0,20,/m/0k5px
,,,,,,,
10868,FALSE,30,31,20,0,20,/m/016017
,,,,,,,
11203,FALSE,31,32,20,0,20,/m/0488g9
,,,,,,,
11225,FALSE,15,16,20,0,20,/m/042g7t
,,,,,,,
11580,FALSE,18,19,20,0,20,/m/04d2yp
,,,,,,,
11703,FALSE,26,27,20,0,20,/m/0fzrhn
,,,,,,,
11717,FALSE,27,28,20,0,20,/m/0bbgvp
,,,,,,,
11826,FALSE,21,22,20,0,20,/m/0r03f
,,,,,,,
11919,FALSE,14,15,20,0,20,/m/03f22dp
,,,,,,,
12248,FALSE,22,23,20,0,20,/m/0pksh
,,,,,,,
12252,FALSE,26,27,20,0,20,/m/015pnb
,,,,,,,
12288,FALSE,17,18,20,0,20,/m/0d1y7
,,,,,,,
12509,FALSE,23,24,20,0,20,/m/03c9pqt
,,,,,,,
12588,FALSE,17,18,20,0,20,/m/08htt0
,,,,,,,
13115,FALSE,16,17,20,0,20,/m/088gzp
,,,,,,,
13363,FALSE,24,25,20,0,20,/m/042xh
,,,,,,,
600,FALSE,314,315,218,1,217,/m/04dn09n
,,,,,,,
1252,FALSE,292,293,217,1,216,/m/054krc
,,,,,,,
373,FALSE,304,305,211,1,210,/m/0p9sw
,,,,,,,
247,FALSE,46,47,19,0,19,/m/05l2z4
,,,,,,,
489,FALSE,21,22,19,0,19,/m/03kq98
,,,,,,,
506,FALSE,37,38,19,0,19,/m/032t2z
,,,,,,,
727,FALSE,24,25,19,0,19,/m/02681vq
,,,,,,,
731,FALSE,32,33,19,0,19,/m/05lls
,,,,,,,
754,FALSE,34,35,19,0,19,/m/0htlr
,,,,,,,
891,FALSE,54,55,19,0,19,/m/02r3zy
,,,,,,,
893,FALSE,45,46,19,0,19,/m/01rz1
,,,,,,,
1000,FALSE,38,39,19,0,19,/m/05m883
,,,,,,,
1088,FALSE,26,27,19,0,19,/m/01v0sx2
,,,,,,,
1170,FALSE,34,35,19,0,19,/m/09lbv
,,,,,,,
1199,FALSE,49,50,19,0,19,/m/05mt_q
,,,,,,,
1269,FALSE,36,37,19,0,19,/m/06w2sn5
,,,,,,,
1294,FALSE,33,34,19,0,19,/m/05sxzwc
,,,,,,,
1385,FALSE,28,29,19,0,19,/m/01445t
,,,,,,,
