id,truncated,total connections,actual connections,appearance count,correct appearances,incorrect appearances
7113,False,48,49,80,2,78
7114,False,23,24,18,0,18
7115,False,51,52,24,0,24
7116,False,16,17,30,3,27
7117,False,23,24,15,0,15
7118,False,15,16,7,2,5
7119,False,12,13,15,0,15
7120,False,29,30,15,1,14
7121,False,34,35,35,2,33
7122,False,16,17,8,0,8
7123,False,79,80,77,0,77
7124,False,28,29,45,0,45
7125,False,20,21,19,0,19
7126,False,10,11,25,0,25
7127,False,85,86,79,2,77
7128,False,10,11,56,1,55
7129,False,25,26,16,1,15
7130,False,13,14,40,1,39
7131,False,25,26,22,0,22
7132,False,26,27,76,0,76
7133,False,5,6,4,0,4
7134,False,94,95,130,5,125
7135,False,91,92,90,0,90
7136,False,30,31,48,0,48
7137,False,46,47,36,1,35
7138,False,50,51,53,4,49
7139,False,11,12,0,0,0
7140,False,24,25,67,2,65
7141,False,7,8,4,0,4
7142,False,9,10,10,0,10
7143,False,11,12,26,0,26
7144,False,61,62,38,0,38
7145,False,12,13,5,2,3
7146,False,26,27,17,0,17
7147,False,45,46,81,3,78
7148,False,54,55,17,0,17
7149,False,19,20,38,1,37
7150,False,39,40,23,0,23
7151,False,33,34,22,1,21
7152,False,95,96,52,0,52
7153,False,14,15,0,0,0
7154,False,61,62,58,2,56
7155,False,19,20,54,5,49
7156,False,38,39,50,0,50
7157,False,2,3,0,0,0
7158,False,14,15,9,0,9
7159,False,34,35,33,1,32
7160,False,15,16,9,0,9
7161,False,21,22,19,0,19
7162,False,103,104,71,0,71
7163,False,78,79,50,0,50
7164,False,12,13,4,0,4
7165,False,8,9,4,1,3
7166,False,36,37,45,0,45
7167,False,13,14,5,1,4
7168,False,16,17,9,0,9
7169,False,15,16,33,0,33
7170,False,26,27,17,0,17
7171,False,37,38,5,0,5
7172,False,37,38,3,0,3
7173,False,15,16,20,0,20
7174,False,34,35,18,0,18
7175,False,13,14,32,3,29
7176,False,10,11,30,1,29
7177,False,41,42,30,0,30
7178,False,9,10,4,0,4
7179,False,14,15,15,1,14
7180,False,29,30,47,0,47
7181,False,37,38,46,0,46
7182,False,14,15,44,3,41
7183,False,5,6,2,0,2
7184,False,43,44,30,0,30
7185,False,35,36,75,2,73
7186,False,15,16,29,13,16
7187,False,23,24,18,0,18
7188,False,17,18,8,0,8
7189,False,6,7,4,0,4
7190,False,40,41,66,1,65
7191,False,22,23,34,0,34
7192,False,35,36,36,1,35
7193,False,12,13,3,0,3
7194,False,59,60,52,0,52
7195,False,48,49,28,0,28
7196,False,19,20,35,0,35
7197,False,9,10,1,0,1
7198,False,33,34,34,0,34
7199,False,53,54,24,0,24
7200,False,7,8,8,0,8
7201,False,29,30,15,0,15
7202,False,35,36,19,0,19
7203,False,22,23,17,2,15
7204,False,41,42,20,0,20
7205,False,5,6,16,0,16
7206,False,19,20,15,0,15
7207,False,14,15,4,0,4
7208,False,16,17,8,0,8
7209,False,49,50,29,0,29
7210,False,18,19,17,0,17
7211,False,61,62,74,0,74
7212,False,1,2,2,0,2
7213,False,43,44,24,0,24
7214,False,18,19,10,0,10
7215,False,130,131,64,0,64
7216,False,42,43,46,1,45
7217,False,18,19,10,0,10
7218,False,11,12,4,0,4
7219,False,10,11,4,0,4
7220,False,26,27,44,0,44
7221,False,9,10,1,0,1
7222,False,18,19,30,1,29
7223,False,39,40,27,1,26
7224,False,59,60,18,0,18
7225,False,32,33,23,3,20
7226,False,12,13,8,0,8
7227,False,76,77,17,0,17
7228,False,28,29,10,0,10
7229,False,26,27,40,0,40
7230,False,16,17,19,0,19
7231,False,40,41,32,0,32
7232,False,88,89,66,0,66
7233,False,29,30,9,0,9
7234,False,40,41,42,0,42
7235,False,19,20,13,0,13
7236,False,37,38,24,0,24
7237,False,35,36,17,1,16
7238,False,24,25,35,1,34
7239,False,20,21,43,0,43
7240,False,63,64,73,1,72
7241,False,13,14,3,0,3
7242,False,20,21,15,0,15
7243,False,33,34,39,0,39
7244,False,46,47,39,1,38
7245,False,11,12,1,0,1
7246,False,34,35,20,1,19
7247,False,82,83,72,0,72
7248,False,90,91,50,1,49
7249,False,30,31,20,0,20
7250,False,32,33,32,0,32
7251,False,3,4,5,0,5
7252,False,68,69,40,0,40
7253,False,11,12,6,0,6
7254,False,33,34,62,0,62
7255,False,9,10,3,0,3
7256,False,19,20,6,0,6
7257,False,64,65,32,1,31
7258,False,53,54,30,1,29
7259,False,15,16,36,0,36
7260,False,60,61,60,0,60
7261,False,32,33,6,1,5
7262,False,28,29,43,0,43
7263,False,32,33,80,0,80
7264,False,13,14,13,0,13
7265,False,65,66,59,9,50
7266,False,30,31,11,0,11
7267,False,173,174,136,0,136
7268,False,30,31,42,0,42
7269,False,34,35,41,0,41
7270,False,9,10,18,0,18
7271,False,36,37,8,0,8
7272,False,19,20,28,0,28
7273,False,39,40,25,0,25
7274,False,45,46,53,0,53
7275,False,31,32,23,0,23
7276,False,121,122,123,4,119
7277,False,15,16,10,0,10
7278,False,65,66,40,0,40
7279,False,12,13,6,2,4
7280,False,15,16,20,0,20
7281,False,15,16,11,0,11
7282,False,18,19,27,0,27
7283,False,14,15,8,0,8
7284,False,15,16,6,0,6
7285,False,26,27,39,0,39
7286,False,12,13,7,1,6
7287,False,13,14,5,0,5
7288,False,17,18,13,0,13
7289,False,10,11,30,0,30
7290,False,6,7,2,0,2
7291,False,24,25,41,0,41
7292,False,37,38,54,0,54
7293,False,41,42,49,0,49
7294,False,16,17,58,0,58
7295,False,37,38,23,0,23
7296,False,13,14,22,2,20
7297,False,11,12,2,0,2
7298,False,19,20,40,1,39
7299,False,17,18,9,0,9
7300,False,35,36,38,0,38
7301,False,29,30,40,1,39
7302,False,45,46,16,0,16
7303,False,48,49,85,0,85
7304,False,16,17,37,1,36
7305,False,42,43,34,0,34
7306,False,34,35,55,0,55
7307,False,17,18,17,0,17
7308,False,9,10,12,0,12
7309,False,25,26,23,0,23
7310,False,6,7,4,0,4
7311,False,33,34,30,0,30
7312,False,55,56,32,1,31
7313,False,107,108,91,1,90
7314,False,8,9,31,0,31
7315,False,8,9,21,0,21
7316,False,26,27,9,0,9
7317,False,35,36,44,0,44
7318,False,55,56,85,2,83
7319,False,28,29,10,0,10
7320,False,29,30,16,0,16
7321,False,9,10,25,0,25
7322,False,15,16,13,0,13
7323,False,31,32,37,0,37
7324,False,22,23,14,2,12
7325,False,6,7,1,0,1
7326,False,25,26,66,1,65
7327,False,26,27,18,0,18
7328,False,64,65,42,0,42
7329,False,21,22,23,0,23
7330,False,16,17,8,1,7
7331,False,55,56,61,0,61
7332,False,19,20,11,0,11
7333,False,53,54,53,1,52
7334,False,34,35,30,0,30
7335,False,50,51,62,1,61
7336,False,61,62,81,1,80
7337,False,17,18,13,0,13
7338,False,18,19,27,0,27
7339,False,26,27,46,0,46
7340,False,33,34,24,0,24
7341,False,18,19,9,0,9
7342,False,24,25,9,0,9
7343,False,33,34,48,0,48
7344,False,22,23,17,0,17
7345,False,49,50,29,0,29
7346,False,32,33,37,0,37
7347,False,17,18,34,0,34
7348,False,38,39,49,0,49
7349,False,4,5,39,0,39
7350,False,59,60,85,0,85
7351,False,51,52,29,1,28
7352,False,35,36,33,1,32
7353,False,17,18,6,2,4
7354,False,25,26,34,1,33
7355,False,18,19,14,0,14
7356,False,28,29,26,0,26
7357,False,47,48,63,1,62
7358,False,65,66,90,1,89
7359,False,11,12,10,1,9
7360,False,45,46,57,0,57
7361,False,12,13,4,1,3
7362,False,7,8,15,0,15
7363,False,18,19,2,1,1
7364,False,15,16,16,3,13
7365,False,57,58,15,1,14
7366,False,21,22,18,0,18
7367,False,32,33,27,0,27
7368,False,70,71,48,10,38
7369,False,21,22,8,0,8
7370,False,21,22,32,2,30
7371,False,3,4,0,0,0
7372,False,13,14,7,0,7
7373,False,100,101,96,1,95
7374,False,18,19,0,0,0
7375,False,36,37,9,0,9
7376,False,37,38,48,0,48
7377,False,13,14,9,1,8
7378,False,33,34,32,0,32
7379,False,32,33,24,2,22
7380,False,28,29,13,0,13
7381,False,13,14,7,0,7
7382,False,51,52,32,1,31
7383,False,17,18,39,0,39
7384,False,10,11,22,13,9
7385,False,82,83,50,5,45
7386,False,43,44,65,0,65
7387,False,27,28,54,0,54
7388,False,32,33,20,0,20
7389,False,14,15,11,1,10
7390,False,31,32,14,0,14
7391,False,20,21,19,1,18
7392,False,56,57,57,0,57
7393,False,30,31,26,0,26
7394,False,54,55,116,2,114
7395,False,8,9,5,0,5
7396,False,14,15,10,1,9
7397,False,36,37,47,0,47
7398,False,33,34,73,2,71
7399,False,21,22,14,0,14
7400,False,40,41,53,0,53
7401,False,16,17,11,0,11
7402,False,44,45,42,0,42
7403,False,23,24,15,0,15
7404,False,24,25,10,0,10
7405,False,31,32,25,0,25
7406,False,23,24,68,0,68
7407,False,16,17,8,0,8
7408,False,12,13,4,1,3
7409,False,51,52,15,0,15
7410,False,95,96,67,1,66
7411,False,14,15,9,0,9
7412,False,29,30,27,0,27
7413,False,44,45,25,0,25
7414,False,57,58,24,0,24
7415,False,70,71,51,0,51
7416,False,33,34,78,1,77
7417,False,121,122,71,0,71
7418,False,48,49,97,15,82
7419,False,14,15,3,0,3
7420,False,5,6,2,0,2
7421,False,12,13,3,1,2
7422,False,38,39,38,0,38
7423,False,56,57,28,1,27
7424,False,44,45,46,1,45
7425,False,21,22,4,0,4
7426,False,14,15,1,0,1
7427,False,16,17,8,0,8
7428,False,37,38,28,0,28
7429,False,32,33,40,0,40
7430,False,18,19,10,0,10
7431,False,35,36,53,0,53
7432,False,3,4,0,0,0
7433,False,67,68,62,0,62
7434,False,13,14,13,0,13
7435,False,17,18,37,0,37
7436,False,49,50,18,1,17
7437,False,27,28,34,3,31
7438,False,28,29,15,0,15
7439,False,22,23,17,0,17
7440,False,15,16,31,0,31
7441,False,46,47,3,0,3
7442,False,15,16,0,0,0
7443,False,31,32,16,0,16
7444,False,29,30,22,0,22
7445,False,36,37,27,0,27
7446,False,10,11,6,0,6
7447,False,49,50,51,4,47
7448,False,41,42,37,0,37
7449,False,8,9,4,0,4
7450,False,45,46,63,0,63
7451,False,42,43,57,0,57
7452,False,34,35,26,1,25
7453,False,46,47,22,0,22
7454,False,11,12,4,0,4
7455,False,41,42,21,0,21
7456,False,7,8,4,0,4
7457,False,37,38,10,0,10
7458,False,7,8,10,0,10
7459,False,13,14,20,0,20
7460,False,52,53,41,1,40
7461,False,23,24,7,0,7
7462,False,26,27,28,1,27
7463,False,52,53,40,0,40
7464,False,11,12,3,0,3
7465,False,5,6,4,0,4
7466,False,24,25,75,3,72
7467,False,11,12,28,0,28
7468,False,107,108,103,2,101
7469,False,194,195,131,1,130
7470,False,59,60,31,0,31
7471,False,13,14,49,0,49
7472,False,38,39,49,0,49
7473,False,19,20,57,0,57
7474,False,37,38,21,3,18
7475,False,60,61,27,1,26
7476,False,14,15,12,0,12
7477,False,51,52,46,1,45
7478,False,28,29,16,0,16
7479,False,26,27,60,1,59
7480,False,25,26,11,1,10
7481,False,15,16,14,0,14
7482,False,29,30,40,0,40
7483,False,38,39,42,0,42
7484,False,40,41,48,0,48
7485,False,3,4,4,0,4
7486,False,14,15,33,0,33
7487,False,44,45,55,0,55
7488,False,15,16,10,1,9
7489,False,39,40,20,0,20
7490,False,37,38,52,0,52
7491,False,14,15,8,0,8
7492,False,17,18,93,5,88
7493,False,8,9,14,0,14
7494,False,39,40,14,1,13
7495,False,17,18,3,1,2
7496,False,11,12,7,0,7
7497,False,40,41,33,1,32
7498,False,49,50,57,1,56
7499,False,16,17,6,0,6
7500,False,12,13,34,0,34
7501,False,35,36,16,0,16
7502,False,23,24,53,0,53
7503,False,24,25,17,0,17
7504,False,25,26,10,0,10
7505,False,46,47,24,0,24
7506,False,43,44,48,0,48
7507,False,13,14,34,5,29
7508,False,14,15,37,3,34
7509,False,20,21,10,0,10
7510,False,22,23,14,0,14
7511,False,34,35,29,0,29
7512,False,16,17,17,0,17
7513,False,9,10,6,0,6
7514,False,26,27,35,0,35
7515,False,67,68,84,1,83
7516,False,59,60,33,0,33
7517,False,49,50,78,0,78
7518,False,28,29,51,3,48
7519,False,75,76,36,3,33
7520,False,21,22,2,0,2
7521,False,22,23,37,0,37
7522,False,23,24,7,0,7
7523,False,41,42,39,2,37
7524,False,7,8,12,0,12
7525,False,21,22,37,0,37
7526,False,29,30,38,1,37
7527,False,30,31,8,0,8
7528,False,36,37,20,0,20
7529,False,29,30,18,0,18
7530,False,32,33,15,0,15
7531,False,7,8,4,0,4
7532,False,31,32,28,0,28
7533,False,15,16,25,1,24
7534,False,6,7,12,0,12
7535,False,21,22,9,0,9
7536,False,22,23,14,0,14
7537,False,42,43,65,1,64
7538,False,27,28,43,0,43
7539,False,21,22,12,0,12
7540,False,19,20,5,0,5
7541,False,38,39,104,1,103
7542,False,12,13,8,2,6
7543,False,12,13,2,0,2
7544,False,39,40,44,0,44
7545,False,28,29,38,2,36
7546,False,60,61,45,5,40
7547,False,28,29,21,0,21
7548,False,8,9,3,0,3
7549,False,9,10,2,0,2
7550,False,37,38,49,0,49
7551,False,11,12,27,15,12
7552,False,103,104,105,1,104
7553,False,44,45,39,0,39
7554,False,63,64,46,0,46
7555,False,46,47,17,0,17
7556,False,36,37,47,0,47
7557,False,32,33,30,0,30
7558,False,15,16,35,0,35
7559,False,97,98,38,0,38
7560,False,14,15,27,0,27
7561,False,7,8,9,0,9
7562,False,10,11,4,0,4
7563,False,5,6,5,0,5
7564,False,61,62,53,0,53
7565,False,31,32,59,0,59
7566,False,37,38,20,0,20
7567,False,23,24,44,0,44
7568,False,50,51,30,0,30
7569,False,7,8,42,1,41
7570,False,21,22,11,0,11
7571,False,41,42,42,1,41
7572,False,61,62,65,0,65
7573,False,19,20,13,0,13
7574,False,3,4,0,0,0
7575,False,28,29,12,0,12
7576,False,45,46,35,0,35
7577,False,25,26,46,0,46
7578,False,23,24,17,0,17
7579,False,79,80,34,1,33
7580,False,32,33,40,0,40
7581,False,8,9,6,2,4
7582,False,23,24,18,0,18
7583,False,33,34,20,0,20
7584,False,34,35,61,2,59
7585,False,49,50,41,0,41
7586,False,44,45,15,0,15
7587,False,17,18,8,0,8
7588,False,8,9,24,0,24
7589,False,15,16,4,0,4
7590,False,62,63,17,0,17
7591,False,16,17,37,0,37
7592,False,30,31,12,1,11
7593,False,21,22,19,0,19
7594,False,7,8,9,2,7
7595,False,28,29,34,0,34
7596,False,7,8,4,0,4
7597,False,24,25,52,0,52
7598,False,17,18,36,0,36
7599,False,31,32,9,0,9
7600,False,7,8,8,0,8
7601,False,54,55,16,0,16
7602,False,42,43,37,1,36
7603,False,50,51,56,0,56
7604,False,41,42,20,0,20
7605,False,31,32,28,0,28
7606,False,11,12,15,0,15
7607,False,10,11,40,0,40
7608,False,47,48,25,1,24
7609,False,31,32,29,3,26
7610,False,2,3,1,0,1
7611,False,9,10,1,0,1
7612,False,19,20,2,0,2
7613,False,38,39,4,0,4
7614,False,18,19,28,0,28
7615,False,16,17,1,0,1
7616,False,29,30,11,0,11
7617,False,17,18,10,0,10
7618,False,52,53,18,0,18
7619,False,11,12,2,1,1
7620,False,8,9,2,1,1
7621,False,25,26,63,0,63
7622,False,36,37,17,0,17
7623,False,25,26,19,0,19
7624,False,62,63,36,0,36
7625,False,14,15,14,0,14
7626,False,19,20,25,0,25
7627,False,31,32,39,0,39
7628,False,21,22,10,0,10
7629,False,34,35,40,0,40
7630,False,47,48,120,2,118
7631,False,16,17,58,3,55
7632,False,81,82,34,0,34
7633,False,21,22,48,0,48
7634,False,62,63,33,3,30
7635,False,36,37,16,2,14
7636,False,6,7,3,0,3
7637,False,8,9,5,3,2
7638,False,29,30,18,0,18
7639,False,25,26,44,0,44
7640,False,26,27,55,0,55
7641,False,24,25,37,1,36
7642,False,19,20,34,0,34
7643,False,37,38,19,0,19
7644,False,45,46,28,2,26
7645,False,31,32,33,0,33
7646,False,6,7,26,0,26
7647,False,20,21,45,1,44
7648,False,23,24,10,0,10
7649,False,16,17,13,0,13
7650,False,30,31,60,1,59
7651,False,17,18,9,0,9
7652,False,11,12,30,7,23
7653,False,19,20,10,0,10
7654,False,15,16,53,8,45
7655,False,17,18,43,3,40
7656,False,37,38,45,0,45
7657,False,31,32,16,0,16
7658,False,41,42,11,0,11
7659,False,9,10,6,0,6
7660,False,16,17,90,4,86
7661,False,31,32,13,0,13
7662,False,34,35,15,2,13
7663,False,8,9,3,1,2
7664,False,24,25,15,1,14
7665,False,41,42,26,1,25
7666,False,40,41,28,0,28
7667,False,98,99,57,0,57
7668,False,35,36,22,0,22
7669,False,7,8,5,0,5
7670,False,7,8,1,0,1
7671,False,19,20,13,0,13
7672,False,34,35,13,0,13
7673,False,25,26,65,2,63
7674,False,9,10,6,0,6
7675,False,9,10,6,0,6
7676,False,65,66,61,1,60
7677,False,8,9,14,1,13
7678,False,16,17,9,0,9
7679,False,69,70,132,0,132
7680,False,62,63,46,1,45
7681,False,9,10,8,0,8
7682,False,22,23,29,2,27
7683,False,6,7,58,0,58
7684,False,45,46,39,0,39
7685,False,21,22,47,2,45
7686,False,68,69,28,1,27
7687,False,16,17,10,1,9
7688,False,47,48,29,0,29
7689,False,27,28,58,0,58
7690,False,17,18,44,1,43
7691,False,20,21,10,0,10
7692,False,15,16,13,0,13
7693,False,52,53,10,0,10
7694,False,53,54,41,3,38
7695,False,31,32,13,0,13
7696,False,32,33,29,2,27
7697,False,24,25,18,0,18
7698,False,54,55,33,1,32
7699,False,32,33,72,0,72
7700,False,18,19,9,0,9
7701,False,108,109,98,0,98
7702,False,75,76,101,1,100
7703,False,46,47,41,1,40
7704,False,28,29,32,0,32
7705,False,45,46,98,4,94
7706,False,12,13,15,0,15
7707,False,13,14,34,2,32
7708,False,48,49,11,1,10
7709,False,22,23,16,0,16
7710,False,19,20,18,0,18
7711,False,1,2,83,0,83
7712,False,21,22,28,0,28
7713,False,69,70,66,1,65
7714,False,6,7,3,0,3
7715,False,2,3,1,0,1
7716,False,56,57,41,4,37
7717,False,15,16,12,0,12
7718,False,26,27,57,1,56
7719,False,28,29,34,1,33
7720,False,6,7,0,0,0
7721,False,58,59,67,0,67
7722,False,27,28,17,0,17
7723,False,14,15,41,0,41
7724,False,6,7,2,0,2
7725,False,37,38,40,0,40
7726,False,10,11,7,0,7
7727,False,26,27,54,0,54
7728,False,13,14,8,2,6
7729,False,29,30,37,1,36
7730,False,4,5,4,0,4
7731,False,19,20,31,1,30
7732,False,12,13,5,0,5
7733,False,38,39,13,2,11
7734,False,37,38,26,0,26
7735,False,106,107,42,2,40
7736,False,37,38,25,0,25
7737,False,32,33,11,0,11
7738,False,24,25,19,0,19
7739,False,39,40,32,1,31
7740,False,29,30,8,0,8
7741,False,32,33,44,0,44
7742,False,23,24,19,0,19
7743,False,35,36,70,0,70
7744,False,16,17,8,0,8
7745,False,1,2,5,0,5
7746,False,55,56,57,2,55
7747,False,10,11,3,0,3
7748,False,17,18,7,0,7
7749,False,29,30,32,0,32
7750,False,22,23,5,0,5
7751,False,29,30,25,0,25
7752,False,15,16,11,0,11
7753,False,42,43,35,0,35
7754,False,31,32,38,0,38
7755,False,10,11,7,0,7
7756,False,33,34,12,0,12
7757,False,19,20,19,0,19
7758,False,11,12,2,0,2
7759,False,23,24,19,0,19
7760,False,28,29,31,1,30
7761,False,16,17,13,0,13
7762,False,61,62,55,2,53
7763,False,51,52,20,0,20
7764,False,14,15,27,0,27
7765,False,13,14,7,0,7
7766,False,50,51,27,0,27
7767,False,17,18,4,0,4
7768,False,70,71,72,0,72
7769,False,27,28,10,0,10
7770,False,51,52,56,0,56
7771,False,19,20,15,0,15
7772,False,12,13,6,0,6
7773,False,12,13,38,6,32
7774,False,26,27,37,0,37
7775,False,34,35,36,2,34
7776,False,12,13,13,1,12
7777,False,41,42,87,1,86
7778,False,13,14,9,0,9
7779,False,33,34,16,0,16
7780,False,52,53,32,0,32
7781,False,46,47,42,0,42
7782,False,58,59,40,0,40
7783,False,23,24,19,0,19
7784,False,50,51,40,1,39
7785,False,44,45,44,0,44
7786,False,30,31,21,0,21
7787,False,72,73,52,2,50
7788,False,9,10,23,0,23
7789,False,32,33,57,0,57
7790,False,21,22,24,1,23
7791,False,54,55,66,0,66
7792,False,28,29,40,0,40
7793,False,28,29,36,1,35
7794,False,38,39,40,0,40
7795,False,30,31,44,1,43
7796,False,36,37,39,2,37
7797,False,32,33,39,0,39
7798,False,8,9,2,0,2
7799,False,55,56,53,3,50
7800,False,15,16,7,0,7
7801,False,26,27,13,0,13
7802,False,49,50,28,0,28
7803,False,17,18,14,0,14
7804,False,7,8,4,0,4
7805,False,85,86,52,0,52
7806,False,30,31,18,0,18
7807,False,9,10,19,2,17
7808,False,38,39,44,0,44
7809,False,11,12,11,0,11
7810,False,34,35,52,1,51
7811,False,3,4,30,1,29
7812,False,28,29,20,0,20
7813,False,37,38,23,0,23
7814,False,16,17,48,0,48
7815,False,38,39,45,2,43
7816,False,27,28,44,0,44
7817,False,17,18,5,0,5
7818,False,16,17,9,0,9
7819,False,15,16,32,1,31
7820,False,32,33,23,0,23
7821,False,31,32,23,0,23
7822,False,48,49,27,3,24
7823,False,21,22,25,2,23
7824,False,24,25,38,1,37
7825,False,13,14,3,0,3
7826,False,1,2,2,0,2
7827,False,12,13,5,0,5
7828,False,39,40,34,0,34
7829,False,9,10,6,2,4
7830,False,9,10,24,9,15
7831,False,12,13,10,0,10
7832,False,35,36,23,0,23
7833,False,34,35,23,0,23
7834,False,26,27,40,0,40
7835,False,21,22,8,0,8
7836,False,5,6,10,0,10
7837,False,10,11,9,0,9
7838,False,10,11,6,0,6
7839,False,21,22,17,0,17
7840,False,40,41,30,2,28
7841,False,34,35,35,1,34
7842,False,18,19,11,1,10
7843,False,29,30,50,1,49
7844,False,19,20,13,0,13
7845,False,29,30,22,0,22
7846,False,22,23,36,0,36
7847,False,4,5,4,0,4
7848,False,11,12,5,1,4
7849,False,37,38,48,0,48
7850,False,34,35,20,2,18
7851,False,33,34,20,0,20
7852,False,21,22,38,0,38
7853,False,46,47,24,0,24
7854,False,40,41,41,0,41
7855,False,83,84,50,0,50
7856,False,36,37,38,0,38
7857,False,10,11,13,0,13
7858,False,44,45,43,0,43
7859,False,13,14,10,0,10
7860,False,42,43,82,1,81
7861,False,37,38,28,0,28
7862,False,25,26,8,0,8
7863,False,20,21,6,1,5
7864,False,52,53,54,2,52
7865,False,6,7,8,0,8
7866,False,42,43,71,2,69
7867,False,24,25,26,0,26
7868,False,96,97,78,9,69
7869,False,27,28,38,0,38
7870,False,33,34,34,0,34
7871,False,37,38,30,0,30
7872,False,65,66,42,0,42
7873,False,29,30,9,0,9
7874,False,34,35,28,0,28
7875,False,10,11,2,0,2
7876,False,13,14,6,0,6
7877,False,35,36,35,0,35
7878,False,16,17,29,0,29
7879,False,34,35,32,0,32
7880,False,34,35,73,0,73
7881,False,49,50,73,0,73
7882,False,18,19,47,0,47
7883,False,39,40,30,0,30
7884,False,38,39,44,1,43
7885,False,21,22,13,0,13
7886,False,12,13,9,0,9
7887,False,38,39,36,1,35
7888,False,68,69,52,4,48
7889,False,22,23,24,0,24
7890,False,37,38,108,2,106
7891,False,12,13,4,0,4
7892,False,17,18,4,0,4
7893,False,69,70,16,1,15
7894,False,18,19,12,0,12
7895,False,27,28,32,0,32
7896,False,5,6,3,0,3
7897,False,76,77,46,0,46
7898,False,20,21,8,0,8
7899,False,10,11,23,0,23
7900,False,32,33,12,0,12
7901,False,16,17,5,0,5
7902,False,21,22,14,0,14
7903,False,45,46,50,2,48
7904,False,14,15,30,0,30
7905,False,13,14,6,0,6
7906,False,26,27,7,0,7
7907,False,8,9,4,0,4
7908,False,18,19,8,1,7
7909,False,47,48,17,0,17
7910,False,30,31,7,0,7
7911,False,45,46,12,2,10
7912,False,19,20,15,0,15
7913,False,15,16,37,1,36
7914,False,68,69,44,3,41
7915,False,29,30,29,0,29
7916,False,21,22,34,0,34
7917,False,19,20,11,0,11
7918,False,36,37,39,0,39
7919,False,8,9,8,0,8
7920,False,31,32,15,1,14
7921,False,35,36,65,0,65
7922,False,12,13,2,0,2
7923,False,50,51,57,2,55
7924,False,63,64,56,9,47
7925,False,20,21,32,1,31
7926,False,22,23,38,1,37
7927,False,26,27,12,0,12
7928,False,11,12,5,1,4
7929,False,35,36,55,1,54
7930,False,23,24,68,0,68
7931,False,19,20,72,0,72
7932,False,9,10,7,0,7
7933,False,7,8,1,0,1
7934,False,4,5,2,0,2
7935,False,35,36,31,0,31
7936,False,26,27,9,0,9
7937,False,25,26,12,0,12
7938,False,41,42,40,1,39
7939,False,37,38,77,3,74
7940,False,13,14,10,1,9
7941,False,31,32,33,0,33
7942,False,102,103,61,0,61
7943,False,18,19,40,2,38
7944,False,29,30,37,0,37
7945,False,14,15,10,1,9
7946,False,34,35,28,0,28
7947,False,23,24,11,0,11
7948,False,9,10,8,0,8
7949,False,18,19,45,0,45
7950,False,48,49,21,0,21
7951,False,2,3,2,0,2
7952,False,18,19,13,2,11
7953,False,23,24,23,1,22
7954,False,23,24,13,0,13
7955,False,25,26,36,0,36
7956,False,45,46,47,1,46
7957,False,34,35,55,1,54
7958,False,14,15,28,0,28
7959,False,37,38,19,0,19
7960,False,2,3,1,0,1
7961,False,21,22,27,0,27
7962,False,8,9,7,0,7
7963,False,11,12,1,0,1
7964,False,10,11,0,0,0
7965,False,8,9,7,3,4
7966,False,8,9,5,0,5
7967,False,25,26,39,0,39
7968,False,37,38,20,0,20
7969,False,23,24,44,0,44
7970,False,29,30,22,0,22
7971,False,68,69,56,0,56
7972,False,6,7,7,0,7
7973,False,35,36,43,0,43
7974,False,40,41,41,0,41
7975,False,19,20,6,0,6
7976,False,5,6,0,0,0
7977,False,41,42,22,1,21
7978,False,19,20,34,0,34
7979,False,57,58,45,0,45
7980,False,24,25,52,0,52
7981,False,46,47,25,1,24
7982,False,9,10,23,0,23
7983,False,12,13,11,0,11
7984,False,35,36,22,0,22
7985,False,28,29,10,0,10
7986,False,15,16,4,0,4
7987,False,8,9,1,0,1
7988,False,35,36,20,0,20
7989,False,24,25,12,0,12
7990,False,31,32,21,0,21
7991,False,6,7,1,0,1
7992,False,44,45,31,1,30
7993,False,29,30,53,0,53
7994,False,19,20,9,0,9
7995,False,40,41,36,0,36
7996,False,35,36,15,0,15
7997,False,15,16,15,4,11
7998,False,47,48,42,0,42
7999,False,6,7,6,0,6
8000,False,25,26,38,0,38
8001,False,66,67,61,0,61
8002,False,21,22,7,0,7
8003,False,23,24,11,0,11
8004,False,25,26,6,0,6
8005,False,41,42,49,0,49
8006,False,34,35,53,1,52
8007,False,24,25,17,0,17
8008,False,28,29,33,0,33
8009,False,18,19,5,0,5
8010,False,21,22,27,2,25
8011,False,22,23,13,0,13
8012,False,41,42,60,1,59
8013,False,59,60,36,1,35
8014,False,2,3,0,0,0
8015,False,9,10,6,0,6
8016,False,32,33,36,3,33
8017,False,12,13,30,0,30
8018,False,29,30,50,3,47
8019,False,43,44,1,0,1
8020,False,19,20,14,0,14
8021,False,5,6,3,0,3
8022,False,21,22,11,0,11
8023,False,33,34,17,0,17
8024,False,11,12,0,0,0
8025,False,13,14,17,2,15
8026,False,31,32,17,0,17
8027,False,9,10,4,0,4
8028,False,33,34,45,0,45
8029,False,41,42,67,1,66
8030,False,12,13,4,0,4
8031,False,38,39,37,0,37
8032,False,68,69,73,1,72
8033,False,10,11,2,1,1
8034,False,18,19,39,1,38
8035,False,17,18,34,0,34
8036,False,2,3,1,0,1
8037,False,33,34,28,1,27
8038,False,13,14,12,0,12
8039,False,24,25,16,0,16
8040,False,26,27,43,0,43
8041,False,30,31,20,0,20
8042,False,2,3,4,0,4
8043,False,15,16,8,0,8
