id,truncated,total connections,actual connections,appearance count,correct appearances,incorrect appearances
2,False,47,48,48,0,48
3,False,67,68,50,0,50
4,False,10,11,33,1,32
5,False,11,12,11,0,11
6,True,1441,500,1017,16,1001
7,False,28,29,57,1,56
8,False,79,80,50,10,40
9,False,77,78,29,3,26
10,False,29,30,26,1,25
11,True,1776,500,759,251,508
12,False,13,14,9,0,9
13,True,1787,500,895,322,573
14,False,41,42,42,0,42
15,False,57,58,30,1,29
16,False,167,168,103,0,103
17,False,35,36,38,0,38
18,False,79,80,66,1,65
19,False,92,93,47,0,47
20,False,140,141,57,4,53
21,False,274,275,110,6,104
22,False,94,95,42,0,42
23,False,38,39,40,0,40
24,False,53,54,68,0,68
25,True,1388,500,1104,24,1080
26,False,38,39,70,0,70
27,False,33,34,41,1,40
28,False,87,88,129,0,129
29,False,389,390,309,3,306
30,False,32,33,40,0,40
31,False,146,147,116,1,115
32,False,119,120,89,1,88
33,False,78,79,80,0,80
34,True,7614,500,6629,176,6453
35,False,6,7,13,0,13
36,False,63,64,53,1,52
37,False,52,53,46,0,46
38,False,30,31,51,1,50
39,False,89,90,51,1,50
40,False,41,42,52,0,52
41,False,185,186,149,1,148
42,False,43,44,49,0,49
43,False,52,53,51,0,51
44,False,22,23,15,0,15
45,False,195,196,192,4,188
46,False,98,99,76,0,76
47,False,15,16,6,0,6
48,False,255,256,170,0,170
49,False,17,18,6,1,5
50,False,35,36,13,0,13
51,False,31,32,11,0,11
52,False,40,41,20,0,20
53,False,7,8,4,0,4
54,False,41,42,15,0,15
55,False,111,112,126,0,126
56,False,75,76,66,0,66
57,False,69,70,38,0,38
58,False,49,50,41,1,40
59,False,165,166,112,3,109
60,False,35,36,31,0,31
61,False,20,21,4,0,4
62,False,291,292,203,1,202
63,False,39,40,21,0,21
64,True,3612,500,3176,44,3132
65,False,50,51,157,1,156
66,True,807,500,577,6,571
67,False,124,125,72,0,72
68,False,78,79,52,2,50
69,False,66,67,39,2,37
70,False,421,422,255,3,252
71,False,119,120,84,0,84
72,False,127,128,101,1,100
73,False,49,50,34,0,34
74,False,49,50,34,0,34
75,False,53,54,31,0,31
76,False,37,38,13,0,13
77,False,429,430,303,1,302
78,False,38,39,49,0,49
79,False,182,183,130,1,129
80,False,29,30,33,0,33
81,False,42,43,48,1,47
82,False,168,169,147,3,144
83,False,56,57,88,6,82
84,False,32,33,18,2,16
85,False,29,30,15,0,15
86,False,468,469,318,3,315
87,False,147,148,99,2,97
88,False,35,36,22,0,22
89,False,114,115,76,0,76
90,False,56,57,22,0,22
91,False,4,5,37,0,37
92,True,4286,500,3883,184,3699
93,False,59,60,67,2,65
94,False,414,415,244,2,242
95,False,32,33,12,0,12
96,False,41,42,25,0,25
97,False,152,153,186,1,185
98,False,19,20,9,0,9
99,False,259,260,107,30,77
100,False,119,120,76,0,76
101,False,20,21,9,0,9
102,False,52,53,80,0,80
103,False,108,109,62,0,62
104,False,16,17,65,0,65
105,False,71,72,59,2,57
106,False,30,31,17,0,17
107,False,95,96,102,1,101
108,False,208,209,119,2,117
109,False,55,56,52,0,52
110,False,17,18,9,0,9
111,False,41,42,25,0,25
112,False,14,15,11,0,11
113,False,50,51,49,0,49
114,False,400,401,253,0,253
115,False,45,46,36,0,36
116,False,44,45,51,0,51
117,False,49,50,22,0,22
118,False,20,21,13,2,11
119,True,1491,500,731,206,525
120,False,59,60,44,0,44
121,True,724,500,449,5,444
122,False,36,37,36,0,36
123,False,27,28,11,1,10
124,False,10,11,3,1,2
125,False,43,44,68,0,68
126,False,416,417,189,4,185
127,False,100,101,48,0,48
128,False,71,72,58,0,58
129,False,26,27,15,1,14
130,False,83,84,70,0,70
131,False,23,24,18,0,18
132,False,27,28,24,0,24
133,False,289,290,224,1,223
134,False,91,92,105,7,98
135,False,51,52,43,1,42
136,False,8,9,14,1,13
137,False,40,41,42,0,42
138,False,430,431,321,5,316
139,False,41,42,65,0,65
140,True,1189,500,541,9,532
141,True,505,500,191,4,187
142,False,75,76,50,0,50
143,True,2928,500,2646,39,2607
144,False,8,9,7,0,7
145,False,10,11,1,0,1
146,False,67,68,33,0,33
147,False,170,171,143,10,133
148,False,30,31,32,0,32
149,False,118,119,103,1,102
150,False,41,42,23,0,23
151,False,75,76,78,1,77
152,False,86,87,77,0,77
153,False,5,6,7,0,7
154,False,55,56,96,1,95
155,False,77,78,28,0,28
156,False,100,101,67,0,67
157,False,52,53,51,0,51
158,False,36,37,49,2,47
159,False,42,43,46,0,46
160,True,629,500,441,7,434
161,False,91,92,112,1,111
162,True,2675,500,2091,36,2055
163,False,11,12,4,0,4
164,False,32,33,50,1,49
165,True,610,500,465,7,458
166,False,48,49,24,1,23
167,False,15,16,9,0,9
168,False,148,149,131,0,131
169,False,36,37,46,3,43
170,False,36,37,40,0,40
171,False,86,87,88,0,88
172,False,17,18,9,0,9
173,False,64,65,36,1,35
174,False,58,59,55,0,55
175,False,17,18,78,0,78
176,False,40,41,31,0,31
177,False,12,13,47,0,47
178,False,61,62,29,5,24
179,False,115,116,105,16,89
180,False,34,35,13,0,13
181,False,106,107,63,1,62
182,False,31,32,38,0,38
183,True,877,500,642,23,619
184,False,54,55,30,0,30
185,False,83,84,60,0,60
186,False,36,37,25,0,25
187,False,31,32,17,0,17
188,False,242,243,151,1,150
189,False,22,23,14,0,14
190,False,46,47,24,1,23
191,False,66,67,34,0,34
192,False,65,66,64,1,63
193,False,4,5,8,0,8
194,False,35,36,31,0,31
195,False,49,50,48,1,47
196,False,56,57,71,2,69
197,False,21,22,40,0,40
198,False,88,89,45,0,45
199,False,73,74,46,1,45
200,False,46,47,18,0,18
201,False,7,8,5,0,5
202,False,209,210,120,0,120
203,False,84,85,68,0,68
204,True,516,500,314,4,310
205,False,11,12,40,1,39
206,False,30,31,42,0,42
207,False,190,191,164,3,161
208,False,97,98,93,3,90
209,False,12,13,2,0,2
210,False,87,88,76,3,73
211,False,170,171,121,1,120
212,False,381,382,158,5,153
213,True,612,500,207,12,195
214,True,845,500,450,11,439
215,False,36,37,34,0,34
216,False,32,33,21,1,20
217,True,864,500,729,7,722
218,False,20,21,72,4,68
219,False,10,11,22,0,22
220,False,25,26,25,0,25
221,False,81,82,120,0,120
222,False,64,65,47,1,46
223,False,33,34,29,0,29
224,False,17,18,71,0,71
225,False,50,51,28,0,28
226,False,139,140,128,1,127
227,False,14,15,37,2,35
228,False,421,422,435,4,431
229,False,38,39,16,0,16
230,False,79,80,69,1,68
231,False,49,50,42,0,42
232,False,38,39,27,0,27
233,False,19,20,41,0,41
234,False,59,60,33,1,32
235,False,117,118,58,0,58
236,False,43,44,36,1,35
237,False,201,202,124,0,124
238,True,636,500,626,8,618
239,False,24,25,62,1,61
240,False,11,12,2,0,2
241,False,35,36,29,0,29
242,False,154,155,116,0,116
243,False,34,35,45,1,44
244,False,28,29,9,1,8
245,False,441,442,395,6,389
246,False,52,53,19,3,16
247,False,46,47,19,0,19
248,False,41,42,28,0,28
249,False,74,75,31,0,31
250,False,53,54,27,0,27
251,False,464,465,377,7,370
252,False,25,26,36,0,36
253,False,86,87,65,0,65
254,False,39,40,45,0,45
255,False,39,40,10,0,10
256,False,83,84,43,7,36
257,False,129,130,89,0,89
258,False,75,76,40,1,39
259,False,42,43,29,0,29
260,False,58,59,57,0,57
261,False,129,130,95,0,95
262,False,94,95,51,0,51
263,False,108,109,93,2,91
264,False,29,30,75,0,75
265,False,27,28,31,0,31
266,False,60,61,39,0,39
267,False,27,28,15,0,15
268,False,56,57,38,1,37
269,False,39,40,22,0,22
270,True,538,500,417,6,411
271,False,34,35,22,0,22
272,False,196,197,171,1,170
273,False,123,124,73,1,72
274,False,62,63,28,1,27
275,False,66,67,40,0,40
276,True,661,500,419,11,408
277,False,97,98,45,0,45
278,False,36,37,39,1,38
279,False,17,18,12,0,12
280,False,57,58,58,0,58
281,False,106,107,53,2,51
282,False,78,79,69,2,67
283,False,102,103,59,1,58
284,False,84,85,57,0,57
285,False,45,46,37,0,37
286,False,136,137,134,1,133
287,False,182,183,137,0,137
288,False,14,15,6,0,6
289,False,156,157,130,5,125
290,False,13,14,99,2,97
291,False,130,131,73,0,73
292,False,70,71,107,0,107
293,False,57,58,37,0,37
294,False,46,47,71,5,66
295,False,180,181,133,2,131
296,False,7,8,3,0,3
297,False,25,26,40,0,40
298,False,85,86,64,1,63
299,False,73,74,77,7,70
300,False,45,46,23,0,23
301,False,162,163,56,3,53
302,False,22,23,20,0,20
303,False,57,58,61,0,61
304,False,131,132,59,2,57
305,False,42,43,56,0,56
306,False,21,22,53,0,53
307,False,45,46,90,5,85
308,False,44,45,44,1,43
309,False,61,62,38,1,37
310,False,420,421,394,8,386
311,False,43,44,44,0,44
312,False,381,382,154,6,148
313,False,45,46,13,0,13
314,False,39,40,27,0,27
315,False,120,121,111,1,110
316,False,43,44,33,0,33
317,False,33,34,23,0,23
318,False,90,91,35,3,32
319,False,81,82,72,4,68
320,False,20,21,6,0,6
321,False,18,19,3,0,3
322,False,108,109,64,6,58
323,False,27,28,18,0,18
324,False,56,57,32,0,32
325,False,91,92,48,0,48
326,False,100,101,81,1,80
327,False,8,9,3,0,3
328,False,138,139,146,2,144
329,False,130,131,75,0,75
330,False,53,54,43,5,38
331,False,85,86,29,0,29
332,False,134,135,88,0,88
333,False,449,450,259,9,250
334,False,12,13,11,0,11
335,False,107,108,77,0,77
336,False,28,29,16,1,15
337,False,39,40,34,0,34
338,False,12,13,7,0,7
339,False,33,34,23,0,23
340,False,28,29,33,0,33
341,False,40,41,22,1,21
342,False,60,61,85,1,84
343,False,35,36,32,1,31
344,True,703,500,528,8,520
345,False,20,21,12,2,10
346,False,425,426,259,16,243
347,False,42,43,28,0,28
348,False,75,76,53,1,52
349,False,69,70,47,1,46
350,False,28,29,9,0,9
351,False,47,48,34,0,34
352,False,33,34,34,0,34
353,False,14,15,6,0,6
354,False,95,96,85,0,85
355,False,50,51,47,0,47
356,False,26,27,17,0,17
357,False,60,61,46,0,46
358,False,391,392,291,0,291
359,False,60,61,37,0,37
360,False,123,124,61,0,61
361,False,40,41,44,0,44
362,False,131,132,99,1,98
363,False,96,97,54,0,54
364,False,11,12,25,0,25
365,False,84,85,74,0,74
366,False,80,81,71,2,69
367,False,69,70,66,6,60
368,False,97,98,103,2,101
369,False,208,209,212,0,212
370,False,36,37,18,0,18
371,False,30,31,14,0,14
372,False,49,50,64,0,64
373,False,304,305,211,1,210
374,False,24,25,42,1,41
375,False,16,17,53,4,49
376,False,76,77,57,0,57
377,False,149,150,84,0,84
378,False,62,63,64,3,61
379,False,104,105,103,1,102
380,False,60,61,30,0,30
381,False,34,35,63,0,63
382,False,41,42,60,0,60
383,False,62,63,36,0,36
384,True,1953,500,1405,26,1379
385,False,84,85,55,0,55
386,True,811,500,689,9,680
387,False,49,50,14,2,12
388,False,110,111,42,3,39
389,False,46,47,62,0,62
390,False,27,28,21,1,20
391,False,54,55,38,2,36
392,False,106,107,133,0,133
393,False,49,50,33,0,33
394,False,63,64,82,1,81
395,True,609,500,487,7,480
396,False,130,131,92,1,91
397,False,32,33,18,0,18
398,False,52,53,53,4,49
399,False,45,46,11,0,11
400,False,16,17,9,1,8
401,True,1740,500,929,343,586
402,False,23,24,39,0,39
403,False,16,17,28,0,28
404,False,20,21,10,0,10
405,False,41,42,18,0,18
406,False,20,21,52,1,51
407,False,6,7,3,0,3
408,False,77,78,53,0,53
409,False,135,136,115,2,113
410,False,39,40,26,0,26
411,False,58,59,59,0,59
412,False,391,392,302,0,302
413,False,46,47,18,0,18
414,False,18,19,57,0,57
415,False,12,13,40,1,39
416,False,37,38,18,0,18
417,False,50,51,17,0,17
418,False,31,32,30,0,30
419,False,43,44,69,0,69
420,False,20,21,61,1,60
421,False,271,272,228,5,223
422,False,185,186,125,3,122
423,False,8,9,13,0,13
424,False,15,16,48,0,48
425,False,17,18,8,0,8
426,False,46,47,46,0,46
427,False,58,59,54,1,53
428,False,34,35,27,0,27
429,False,28,29,42,0,42
430,False,76,77,27,0,27
431,False,64,65,65,3,62
432,False,62,63,34,0,34
433,False,27,28,10,0,10
434,False,69,70,50,1,49
435,False,55,56,22,0,22
436,True,2992,500,2760,41,2719
437,False,79,80,43,0,43
438,False,43,44,20,0,20
439,False,132,133,46,3,43
440,False,30,31,52,0,52
441,False,160,161,126,2,124
442,False,75,76,73,0,73
443,False,360,361,285,2,283
444,False,57,58,31,0,31
445,False,25,26,37,0,37
446,False,31,32,38,0,38
447,False,14,15,7,0,7
448,False,50,51,31,0,31
449,False,118,119,99,0,99
450,False,38,39,17,0,17
451,False,411,412,296,2,294
452,False,103,104,38,0,38
453,False,10,11,8,0,8
454,False,35,36,11,0,11
455,False,44,45,63,2,61
456,False,25,26,8,0,8
457,False,42,43,41,1,40
458,False,32,33,46,0,46
459,False,458,459,353,2,351
460,False,38,39,42,0,42
461,False,21,22,42,0,42
462,False,96,97,72,0,72
463,False,36,37,37,0,37
464,False,36,37,37,0,37
465,False,77,78,57,0,57
466,False,17,18,4,0,4
467,False,27,28,35,0,35
468,False,250,251,180,0,180
469,False,429,430,297,1,296
470,False,26,27,23,0,23
471,False,47,48,29,0,29
472,False,277,278,199,2,197
473,False,92,93,67,1,66
474,False,57,58,32,2,30
475,False,65,66,33,1,32
476,False,154,155,88,0,88
477,False,124,125,81,1,80
478,False,20,21,23,1,22
479,False,14,15,4,0,4
480,False,44,45,28,4,24
481,False,257,258,92,2,90
482,False,142,143,35,1,34
483,False,50,51,32,0,32
484,False,101,102,79,1,78
485,False,155,156,95,0,95
486,False,135,136,166,4,162
487,False,31,32,22,0,22
488,False,39,40,15,0,15
489,False,21,22,19,0,19
490,False,51,52,38,0,38
491,False,28,29,23,0,23
492,False,90,91,80,2,78
493,False,144,145,45,0,45
494,False,120,121,58,0,58
495,False,66,67,57,3,54
496,False,362,363,318,5,313
497,False,51,52,33,1,32
498,False,44,45,14,0,14
499,False,32,33,54,1,53
500,False,33,34,41,0,41
501,False,157,158,67,2,65
502,False,61,62,45,0,45
503,False,14,15,16,1,15
504,False,141,142,101,0,101
505,False,48,49,30,0,30
506,False,37,38,19,0,19
507,False,28,29,53,0,53
508,False,198,199,85,3,82
509,False,38,39,11,0,11
510,False,41,42,25,0,25
511,False,11,12,11,0,11
512,False,20,21,16,1,15
513,False,32,33,45,0,45
514,False,36,37,39,2,37
515,False,102,103,66,5,61
516,False,42,43,60,0,60
517,False,32,33,24,0,24
518,False,18,19,14,0,14
519,False,39,40,51,1,50
520,False,64,65,92,3,89
521,False,16,17,29,4,25
522,False,22,23,22,3,19
523,False,367,368,267,6,261
524,False,59,60,33,0,33
525,False,40,41,75,0,75
526,False,47,48,43,0,43
527,False,62,63,47,0,47
528,False,77,78,42,0,42
529,False,160,161,87,0,87
530,False,38,39,21,0,21
531,False,341,342,277,6,271
532,False,37,38,60,0,60
533,False,13,14,58,2,56
534,False,37,38,37,1,36
535,False,29,30,24,0,24
536,False,20,21,11,1,10
537,False,34,35,15,0,15
538,False,246,247,143,0,143
539,False,74,75,53,5,48
540,False,34,35,17,0,17
541,False,11,12,6,0,6
542,False,90,91,92,0,92
543,False,55,56,26,1,25
544,False,40,41,20,2,18
545,False,104,105,86,1,85
546,False,29,30,18,1,17
547,False,165,166,118,0,118
548,False,23,24,11,0,11
549,False,70,71,56,2,54
550,False,67,68,53,6,47
551,False,36,37,21,0,21
552,False,106,107,53,0,53
553,False,35,36,14,0,14
554,False,64,65,61,0,61
555,False,74,75,52,0,52
556,False,40,41,44,0,44
557,False,45,46,13,1,12
558,False,15,16,5,0,5
559,False,111,112,117,2,115
560,False,75,76,74,1,73
561,True,588,500,359,3,356
562,False,43,44,38,10,28
563,False,57,58,12,0,12
564,False,31,32,23,0,23
565,False,62,63,45,0,45
566,False,45,46,86,0,86
567,False,40,41,30,0,30
568,False,18,19,15,0,15
569,False,21,22,23,0,23
570,False,94,95,69,0,69
571,False,59,60,37,0,37
572,True,714,500,333,4,329
573,False,19,20,5,0,5
574,False,55,56,34,0,34
575,False,52,53,30,0,30
576,False,72,73,37,0,37
577,False,27,28,20,0,20
578,False,44,45,66,0,66
579,False,51,52,54,1,53
580,False,194,195,150,2,148
581,False,121,122,50,1,49
582,False,97,98,98,1,97
583,False,9,10,1,0,1
584,False,100,101,39,1,38
585,False,64,65,17,3,14
586,False,18,19,8,0,8
587,False,182,183,133,2,131
588,False,12,13,7,2,5
589,False,118,119,91,1,90
590,False,155,156,136,1,135
591,False,47,48,56,1,55
592,False,8,9,8,0,8
593,False,21,22,32,1,31
594,True,1077,500,961,8,953
595,False,72,73,61,0,61
596,False,113,114,73,1,72
597,False,141,142,105,0,105
598,False,31,32,42,0,42
599,False,394,395,121,8,113
600,False,314,315,218,1,217
601,False,35,36,16,0,16
602,False,69,70,41,0,41
603,False,238,239,187,0,187
604,False,28,29,51,1,50
605,False,33,34,41,0,41
606,False,41,42,33,0,33
607,False,9,10,16,0,16
608,False,46,47,74,0,74
609,False,152,153,110,0,110
610,False,97,98,77,1,76
611,False,28,29,22,0,22
612,False,49,50,33,0,33
613,False,113,114,125,3,122
614,False,51,52,31,0,31
615,False,57,58,27,0,27
616,False,29,30,29,0,29
617,False,95,96,34,0,34
618,False,41,42,43,0,43
619,False,5,6,10,0,10
620,False,44,45,26,0,26
621,False,31,32,50,0,50
622,False,21,22,18,0,18
623,False,16,17,44,0,44
624,False,316,317,232,3,229
625,False,97,98,48,0,48
626,False,48,49,25,0,25
627,False,83,84,90,2,88
628,False,197,198,107,3,104
629,False,74,75,23,1,22
630,False,95,96,46,6,40
631,False,81,82,54,0,54
632,False,60,61,35,0,35
633,False,120,121,72,1,71
634,False,150,151,94,9,85
635,False,36,37,43,0,43
636,False,41,42,30,0,30
637,False,36,37,41,0,41
638,False,213,214,222,0,222
639,True,982,500,648,18,630
640,False,7,8,28,5,23
641,False,55,56,23,0,23
642,False,243,244,149,2,147
643,False,71,72,97,0,97
644,False,113,114,62,0,62
645,False,31,32,58,1,57
646,False,22,23,16,0,16
647,False,57,58,31,1,30
648,False,25,26,17,0,17
649,False,76,77,93,0,93
650,False,7,8,5,0,5
651,False,38,39,25,0,25
652,False,27,28,46,0,46
653,False,34,35,90,1,89
654,False,32,33,18,0,18
655,False,58,59,56,0,56
656,False,14,15,12,0,12
657,False,80,81,55,0,55
658,False,84,85,81,0,81
659,False,446,447,341,3,338
660,True,641,500,513,8,505
661,False,36,37,27,0,27
662,False,45,46,25,1,24
663,False,51,52,51,1,50
664,False,30,31,72,0,72
665,False,69,70,35,0,35
666,False,32,33,15,0,15
667,False,59,60,35,1,34
668,False,35,36,23,0,23
669,False,73,74,36,4,32
670,False,69,70,58,4,54
671,False,62,63,67,1,66
672,False,98,99,107,3,104
673,False,152,153,148,2,146
674,False,86,87,61,1,60
675,False,62,63,79,1,78
676,False,63,64,52,3,49
677,False,50,51,21,0,21
678,False,38,39,56,1,55
679,False,63,64,47,0,47
680,False,57,58,60,0,60
681,False,40,41,32,0,32
682,False,19,20,5,0,5
683,False,35,36,91,0,91
684,False,65,66,61,1,60
685,False,53,54,47,0,47
686,False,6,7,5,0,5
687,False,2,3,0,0,0
688,False,119,120,113,2,111
689,False,83,84,75,0,75
690,False,95,96,47,1,46
691,False,99,100,103,0,103
692,False,48,49,43,0,43
693,False,71,72,35,2,33
694,False,60,61,60,5,55
695,False,39,40,27,0,27
696,False,72,73,43,1,42
697,False,10,11,1,0,1
698,False,12,13,13,0,13
699,False,13,14,16,0,16
700,False,34,35,76,0,76
701,False,78,79,76,0,76
702,False,20,21,55,0,55
703,False,31,32,15,0,15
704,False,12,13,3,2,1
705,False,53,54,54,3,51
706,False,20,21,18,0,18
707,False,60,61,77,4,73
708,False,371,372,394,4,390
709,False,20,21,6,1,5
710,False,107,108,44,0,44
711,False,90,91,26,1,25
712,False,17,18,8,0,8
713,False,105,106,70,0,70
714,False,16,17,3,0,3
715,False,24,25,60,0,60
716,False,50,51,32,0,32
717,False,67,68,62,1,61
718,False,49,50,58,0,58
719,False,45,46,30,0,30
720,False,11,12,6,0,6
721,False,31,32,12,0,12
722,False,61,62,55,1,54
723,False,82,83,54,0,54
724,False,34,35,75,0,75
725,False,25,26,38,0,38
726,False,47,48,60,1,59
727,False,24,25,19,0,19
728,False,181,182,60,8,52
729,False,61,62,36,1,35
730,False,46,47,42,1,41
731,False,32,33,19,0,19
732,False,19,20,26,0,26
733,False,23,24,10,0,10
734,False,32,33,15,0,15
735,False,89,90,73,0,73
736,False,22,23,9,1,8
737,False,143,144,31,0,31
738,False,19,20,5,0,5
739,False,90,91,85,3,82
740,False,38,39,39,1,38
741,False,115,116,98,0,98
742,False,89,90,72,0,72
743,False,13,14,33,0,33
744,False,457,458,366,1,365
745,False,44,45,53,2,51
746,False,40,41,48,0,48
747,False,131,132,93,2,91
748,False,97,98,94,3,91
749,False,165,166,120,0,120
750,False,64,65,19,1,18
751,False,81,82,36,0,36
752,False,99,100,35,3,32
753,False,28,29,16,0,16
754,False,34,35,19,0,19
755,False,37,38,23,0,23
756,False,40,41,30,0,30
757,False,56,57,44,0,44
758,False,27,28,49,0,49
759,False,67,68,57,1,56
760,False,29,30,93,0,93
761,False,38,39,38,0,38
762,False,63,64,20,0,20
763,False,27,28,33,1,32
764,False,28,29,20,0,20
765,False,84,85,56,1,55
766,False,22,23,37,1,36
767,False,17,18,9,0,9
768,False,46,47,70,0,70
769,False,32,33,20,0,20
770,False,57,58,82,4,78
771,False,53,54,55,0,55
772,False,16,17,3,0,3
773,False,257,258,96,22,74
774,False,51,52,51,0,51
775,False,87,88,67,0,67
776,False,411,412,255,3,252
777,False,41,42,25,0,25
778,False,66,67,49,1,48
779,False,18,19,30,0,30
780,False,30,31,44,0,44
781,False,39,40,21,0,21
782,False,98,99,83,3,80
783,False,26,27,31,0,31
784,False,45,46,29,0,29
785,False,53,54,32,1,31
786,False,27,28,22,0,22
787,False,80,81,117,0,117
788,False,99,100,88,7,81
789,False,34,35,43,1,42
790,False,29,30,16,0,16
791,False,173,174,134,0,134
792,False,37,38,89,2,87
793,True,792,500,772,28,744
794,False,48,49,47,0,47
795,False,87,88,18,0,18
796,False,82,83,64,1,63
797,False,56,57,35,0,35
798,False,48,49,43,0,43
799,False,52,53,44,0,44
800,False,22,23,29,0,29
801,False,18,19,25,1,24
802,False,79,80,66,0,66
803,False,96,97,121,1,120
804,False,73,74,101,4,97
805,False,50,51,36,0,36
806,False,71,72,62,1,61
807,False,163,164,92,2,90
808,False,34,35,59,1,58
809,False,28,29,12,0,12
810,False,19,20,30,0,30
811,False,51,52,42,0,42
812,False,30,31,15,1,14
813,False,19,20,31,10,21
814,False,42,43,52,0,52
815,False,24,25,17,0,17
816,False,15,16,8,1,7
817,False,46,47,27,0,27
818,False,415,416,251,2,249
819,False,143,144,99,2,97
820,True,873,500,792,5,787
821,False,77,78,80,4,76
822,False,234,235,144,1,143
823,False,19,20,20,1,19
824,False,11,12,5,0,5
825,False,3,4,0,0,0
826,False,12,13,7,0,7
827,False,45,46,61,2,59
828,False,141,142,74,0,74
829,False,17,18,8,1,7
830,False,23,24,12,0,12
831,False,9,10,27,0,27
832,False,31,32,21,0,21
833,False,167,168,111,2,109
834,False,48,49,57,0,57
835,False,56,57,69,0,69
836,False,411,412,239,4,235
837,False,45,46,45,0,45
838,False,17,18,10,0,10
839,False,26,27,33,0,33
840,False,155,156,108,0,108
841,False,59,60,29,0,29
842,False,40,41,29,1,28
843,False,36,37,19,1,18
844,False,91,92,60,0,60
845,False,77,78,38,0,38
846,False,238,239,172,0,172
847,False,45,46,34,0,34
848,False,43,44,24,0,24
849,False,52,53,76,2,74
850,False,38,39,28,0,28
851,False,31,32,55,2,53
852,False,33,34,62,0,62
853,False,20,21,12,0,12
854,False,42,43,94,1,93
855,False,394,395,244,1,243
856,False,47,48,47,0,47
857,False,81,82,55,1,54
858,False,11,12,3,0,3
859,False,76,77,50,3,47
860,False,56,57,18,5,13
861,False,41,42,22,0,22
862,False,14,15,8,0,8
863,False,15,16,14,0,14
864,True,2272,500,1898,27,1871
865,False,219,220,182,2,180
866,False,20,21,5,0,5
867,False,108,109,85,0,85
868,False,75,76,50,0,50
869,False,37,38,10,1,9
870,False,37,38,57,1,56
871,False,122,123,88,1,87
872,False,42,43,18,0,18
873,True,577,500,495,2,493
874,False,35,36,48,0,48
875,False,112,113,123,3,120
876,False,62,63,28,1,27
877,False,50,51,23,0,23
878,False,24,25,41,0,41
879,False,41,42,38,0,38
880,False,10,11,6,0,6
881,False,330,331,279,1,278
882,False,60,61,26,0,26
883,False,56,57,42,0,42
884,False,59,60,25,0,25
885,False,4,5,1,0,1
886,False,2,3,0,0,0
887,False,35,36,14,0,14
888,False,19,20,4,0,4
889,False,18,19,10,0,10
890,False,79,80,59,0,59
891,False,54,55,19,0,19
892,False,66,67,41,0,41
893,False,45,46,19,0,19
894,False,95,96,53,0,53
895,False,69,70,83,0,83
896,False,34,35,87,0,87
897,False,40,41,83,1,82
898,False,8,9,1,0,1
899,False,21,22,8,0,8
900,False,42,43,39,0,39
901,False,34,35,44,0,44
902,False,69,70,53,0,53
903,False,62,63,84,6,78
904,False,17,18,4,0,4
905,False,28,29,41,0,41
906,False,19,20,9,0,9
907,False,56,57,47,0,47
908,False,102,103,71,1,70
909,False,96,97,61,1,60
910,False,320,321,206,0,206
911,False,82,83,43,0,43
912,False,137,138,55,0,55
913,False,63,64,35,1,34
914,False,34,35,20,0,20
915,False,22,23,12,0,12
916,False,10,11,2,1,1
917,False,21,22,34,0,34
918,False,39,40,17,0,17
919,False,142,143,127,1,126
920,False,85,86,53,0,53
921,False,51,52,19,1,18
922,False,48,49,27,0,27
923,False,90,91,56,3,53
924,False,11,12,23,0,23
925,False,13,14,36,2,34
926,False,290,291,351,15,336
927,False,16,17,11,1,10
928,False,182,183,128,5,123
929,False,50,51,34,0,34
930,False,374,375,322,1,321
931,False,219,220,162,0,162
932,False,21,22,13,0,13
933,False,401,402,271,1,270
934,False,67,68,68,0,68
935,False,15,16,16,0,16
936,False,16,17,24,0,24
937,False,75,76,50,0,50
938,False,63,64,37,0,37
939,False,198,199,47,9,38
940,False,55,56,14,0,14
941,False,121,122,59,6,53
942,False,113,114,81,7,74
943,False,71,72,53,0,53
944,False,84,85,44,1,43
945,False,38,39,30,0,30
946,False,231,232,125,2,123
947,False,157,158,77,0,77
948,False,9,10,25,19,6
949,False,12,13,3,0,3
950,False,86,87,45,0,45
951,False,66,67,60,0,60
952,False,88,89,66,0,66
953,False,63,64,34,0,34
954,False,42,43,65,0,65
955,False,46,47,21,0,21
956,False,118,119,119,0,119
957,False,135,136,89,0,89
958,False,35,36,44,0,44
959,False,23,24,40,0,40
960,False,98,99,49,2,47
961,False,54,55,29,0,29
962,False,70,71,49,7,42
963,False,66,67,74,0,74
964,False,11,12,26,1,25
965,False,15,16,8,0,8
966,False,15,16,12,3,9
967,False,39,40,43,0,43
968,False,68,69,59,0,59
969,False,282,283,201,2,199
970,False,87,88,17,0,17
971,False,118,119,41,2,39
972,False,37,38,74,2,72
973,False,66,67,53,3,50
974,False,40,41,70,2,68
975,False,33,34,70,3,67
976,False,12,13,6,0,6
977,False,113,114,82,1,81
978,False,17,18,53,2,51
979,False,15,16,65,1,64
980,False,57,58,76,1,75
981,False,33,34,75,1,74
982,False,47,48,42,6,36
983,False,35,36,28,0,28
984,False,157,158,108,9,99
985,False,97,98,111,0,111
986,False,41,42,42,0,42
987,True,698,500,341,7,334
988,False,8,9,31,0,31
989,False,18,19,14,1,13
990,False,121,122,62,0,62
991,False,42,43,26,0,26
992,True,668,500,517,9,508
993,False,21,22,33,0,33
994,False,114,115,59,1,58
995,False,170,171,123,0,123
996,False,63,64,22,1,21
